Company name,LA type,Start date,End date
Madoli Corporate Pty Limited,Townsville DAMA,10-Oct-2024,09-Oct-2029
Howard Park Wines Pty Ltd,South West DAMA,01-Oct-2024,30-Sep-2029
HAGFISH AUSTRALIA PTY LTD,Industry - Fishing,22-Jun-2024,21-Jun-2029
The Trustee for Gupta Family Trust,South Australia Regional DAMA,13-Sep-2024,12-Sep-2029
NAN HAI PU TUO TEMPLE OF AUSTRALIA INCORPORATED,Industry - Minister of Religion,09-Oct-2024,08-Oct-2029
HealthX Group Pty Ltd,Industry - On-Hire,21-Aug-2024,20-Aug-2029
CVN Pty Ltd,Pilbara DAMA,16-Aug-2024,15-Aug-2029
Allied Health Group (Aus) Pty Ltd,Industry - On-Hire,20-Aug-2024,19-Aug-2029
Gin Ricky Hospitality Pty Ltd,Industry – Premium Dining,02-Jul-2024,01-Jul-2029
AUSTRALIAN LEISURE AND HOSPITALITY GROUP PTY LIMITED,Northern Territory DAMA,01-Oct-2024,30-Sep-2029
SCOTCH & KODA PTY LTD,South West DAMA,10-Jul-2024,09-Jul-2029
CSIDE Cairns Pty Ltd,Far North Queensland DAMA,04-Oct-2024,03-Oct-2029
WEST WIMMERA HEALTH SERVICE,Industry - Aged Care,26-Jun-2024,25-Jun-2029
BRIMIN GROVE PTY. LTD. AND ROLMAC HEIGHTS PTY. LTD.,Industry - Dairy,19-Aug-2024,18-Aug-2029
MANGJA PTY LTD,Industry – Premium Dining,18-Jul-2024,17-Jul-2029
Apollo Bay Fishermen's Co-Operative Society LTD,Industry - Fishing,06-Jul-2024,05-Jul-2029
AEGIS AGED CARE STAFF PTY LTD,Industry - Aged Care,31-Jul-2024,30-Jul-2029
Western Health,Skilled Refugee Pilot,06-Jul-2024,05-Jul-2029
SJP AUTOMOTIVE PTY LTD,Northern Territory DAMA,22-Jul-2024,21-Jul-2029
Bettercare Direct Pty Ltd,South Australia Regional DAMA,16-Aug-2024,15-Aug-2029
CSH PTY LTD,Goldfields DAMA,06-Aug-2024,05-Aug-2029
BLUE HAT GROUP PTY LTD,Pilbara DAMA,16-Aug-2024,15-Aug-2029
Brown Dog Fishing Company Pty Ltd,Industry - Fishing,16-Aug-2024,15-Aug-2029
SOUTHERN FOREST LEISURE PTY LTD,South West DAMA,01-Aug-2024,31-Jul-2029
Voice Painting Pty Ltd,Skilled Refugee Pilot,23-Jul-2024,22-Jul-2029
Lizzio's Bananas Pty Ltd,Far North Queensland DAMA,24-Sep-2024,23-Sep-2029
Specialist Air Management Pty Ltd,South Australia Regional DAMA,11-Sep-2024,10-Sep-2029
Berry Sweet Strawberry Farm Pty Ltd,Industry - Horticulture,14-Aug-2024,13-Aug-2029
SWANCARE GROUP INC,Industry - Aged Care,10-Sep-2024,09-Sep-2029
JAPE FURNITURE PTY. LIMITED,Northern Territory DAMA,21-Aug-2024,20-Aug-2029
Gove Pizza Diner & Catering Pty Ltd,Northern Territory DAMA,11-Sep-2024,10-Sep-2029
ALBANIAN MOSLEM SOCIETY SHEPPARTON,Industry - Minister of Religion,08-Oct-2024,07-Oct-2029
Magni Pty Ltd,Far North Queensland DAMA,10-Jul-2024,09-Jul-2029
J ASHBY & S.E ASHBY,Industry - Dairy,21-Jun-2024,20-Jun-2029
FAMILY FRESH FARMS PTY LIMITED,Industry - Horticulture,25-Jul-2024,24-Jul-2029
Midline Holdings Pty Ltd,Goldfields DAMA,06-Jul-2024,05-Jul-2029
TYRE AND AUTO PTY LTD,South Australia Regional DAMA,14-Oct-2024,13-Oct-2029
Department of Health Qld,Townsville DAMA,23-Aug-2024,22-Aug-2029
CENTRAL AGRI GROUP PTY LTD,Industry - Meat,18-Jul-2024,17-Jul-2029
HELPING HAND AGED CARE INC,South Australia Regional DAMA,11-Sep-2024,10-Sep-2029
Earth-Trek Tipper & Plant Hire Pty Ltd,Skilled Refugee Pilot,23-Jul-2024,22-Jul-2029
McCarroll Motors Mudgee Pty Ltd,Orana DAMA,12-Sep-2024,11-Sep-2029
GURMAN & MANREET PTY LTD,Far North Queensland DAMA,14-Aug-2024,13-Aug-2029
FRASER AND JENKINSON PROPRIETARY LIMITED,Company Specific,28-Jun-2024,27-Jun-2029
Atlas Technology Services Australia Pty Ltd,Industry - On-Hire,06-Sep-2024,05-Sep-2029
Thompson Health Care Pty Ltd,Industry - Aged Care,25-Jun-2024,24-Jun-2029
AUTONOMY & ASSET MANAGEMENT GROUP PTY LTD,Industry - On-Hire,08-Aug-2024,07-Aug-2029
BC5 Pty ltd,South West DAMA,08-Aug-2024,07-Aug-2029
M.C. HERD PROPRIETARY LIMITED,Industry - Meat,08-Aug-2024,07-Aug-2029
LITTLE H OPERATIONS PTY LTD,South West DAMA,25-Sep-2024,24-Sep-2029
A.L CLUNE & T.R CLUNE,Industry - Dairy,18-Jul-2024,17-Jul-2029
KECH Pty Ltd,Far North Queensland DAMA,03-Sep-2024,02-Sep-2029
ASMITA FOUNDATION PTY LTD,Pilbara DAMA,24-Jul-2024,23-Jul-2029
BETA COOLALINGA BUTCHERS PTY LTD,Northern Territory DAMA,07-Aug-2024,06-Aug-2029
Cranbrook Care (William Cape Gardens) Pty Ltd,Industry - Aged Care,03-Sep-2024,02-Sep-2029
Espyard Pty Ltd,Far North Queensland DAMA,19-Jul-2024,18-Jul-2029
OverEdge Pty Ltd,Townsville DAMA,03-Sep-2024,02-Sep-2029
Top Stars Wrecking Pty Ltd,Skilled Refugee Pilot,10-Sep-2024,09-Sep-2029
Wolfred Pty Limited,Goldfields DAMA,19-Sep-2024,18-Sep-2029
JO'S CURRY HOUSE PTY LTD,South West DAMA,31-Aug-2024,30-Aug-2029
Cygnet Bay Sales Pty Ltd,East Kimberley DAMA,09-Oct-2024,08-Oct-2029
BEST WAY SCRAP METAL PTY. LTD.,Skilled Refugee Pilot,06-Aug-2024,05-Aug-2029
RAGU & CO PTY LTD,South Australia Regional DAMA,17-Sep-2024,16-Sep-2029
THE TRUSTEES FOR EMPROS TRUST & THE THAROS TRUST,South Australia Regional DAMA,23-Sep-2024,22-Sep-2029
HUDSON APARTMENT HOTELS PTY LTD,Northern Territory DAMA,11-Sep-2024,10-Sep-2029
Orange ELC Pty Ltd,Orana DAMA,10-Sep-2024,09-Sep-2029
DENTIST AT HEALTHLINK PTY LTD,Townsville DAMA,17-Sep-2024,16-Sep-2029
Foodz Pty Ltd,Far North Queensland DAMA,27-Jun-2024,26-Jun-2029
Authentic Japanese Noodles (Gouger Street) PTY LTD,South Australia Regional DAMA,04-Oct-2024,03-Oct-2029
Daily Life Supports Pty Ltd,Far North Queensland DAMA,20-Aug-2024,19-Aug-2029
Dee Vine Estate Pty Ltd,Industry - Horticulture,29-Jul-2024,28-Jul-2029
"SINGH, HARWINDER",Far North Queensland DAMA,14-Oct-2024,13-Oct-2029
South East Conveyors Pty. Ltd.,Company Specific,26-Jul-2024,25-Jul-2029
SYESUN PTY LTD,Industry - Horticulture,05-Jul-2024,04-Jul-2029
BRENDAN O'BRIEN AND TANIA O'BRIEN AS TRUSTEES FOR O'BRIEN FAMILY TRUST,Industry - Dairy,01-Aug-2024,31-Jul-2029
LAMDENI SCHOOL INC,Company Specific,22-Aug-2024,21-Aug-2029
BLANCO HORNER PTY LTD,Industry – Premium Dining,01-Aug-2024,31-Jul-2029
CACHET HOLDINGS PTY LTD,East Kimberley DAMA,01-Aug-2024,31-Jul-2029
Edgarley Home Inc.,Industry - Aged Care,06-Jul-2024,05-Jul-2029
J Humphris & Co,Industry - Horticulture,28-Jun-2024,27-Jun-2029
Bayside Group Pty Ltd,Industry - On-Hire,31-Jul-2024,30-Jul-2029
Sniper Fishing Pty Ltd,Industry - Fishing,12-Sep-2024,11-Sep-2029
SOUTHGATE PAEDIATRIC PTY LTD,South Australia Regional DAMA,16-Aug-2024,15-Aug-2029
ADP PTY LTD,South Australia Regional DAMA,14-Oct-2024,13-Oct-2029
RESICARE SA PTY LTD,South Australia Regional DAMA,06-Aug-2024,05-Aug-2029
Avec Global Pty Limited,Industry - On-Hire,31-Jul-2024,30-Jul-2029
TWINVIEW HEALTH PTY LTD,South Australia Regional DAMA,14-Aug-2024,13-Aug-2029
MARCOS YAGO RODRIGUES SAHADE,South Australia Regional DAMA,21-Aug-2024,20-Aug-2029
Karratha Baptist Church,Industry - Minister of Religion,23-Sep-2024,22-Sep-2029
DEPARTMENT OF DEFENCE ARMY & AIR FORCE CANTEEN SERVICE,Northern Territory DAMA,30-Aug-2024,29-Aug-2029
ORIGIN FAMILY PTY LTD,South West DAMA,19-Jul-2024,18-Jul-2029
Sava Foods Pty Ltd,Goulburn Valley DAMA,19-Jul-2024,18-Jul-2029
DARWIN FIBREGLASS PTY LTD,Northern Territory DAMA,09-Oct-2024,08-Oct-2029
Erldunda Desert Oaks Resort Pty Ltd,Northern Territory DAMA,21-Jun-2024,20-Jun-2029
TOPDRILL Training Pty Ltd,Goldfields DAMA,05-Aug-2024,04-Aug-2029
J HIBBERSON & J.L HIBBERSON,Industry - Dairy,01-Jul-2024,30-Jun-2029
Essential Air Solutions Pty Ltd,Far North Queensland DAMA,12-Sep-2024,11-Sep-2029
COASTWIDE EXPRESS PTY LTD,Goulburn Valley DAMA,25-Jun-2024,24-Jun-2029
DAINTREE FRESH PTY LTD,Far North Queensland DAMA,24-Jun-2024,23-Jun-2029
Shah Motel Pty Ltd,Orana DAMA,29-Jul-2024,28-Jul-2029
PROTEN PTY LIMITED,Company Specific,11-Sep-2024,10-Sep-2029
Chapman Brook Pty Ltd,Industry - Dairy,08-Jul-2024,07-Jul-2029
BLUE SKIES FISHING CO. PTY LTD ATF THE DOYLE FAMILY TRUST,Industry - Fishing,25-Jul-2024,24-Jul-2029
DERBY INDUSTRIES PTY LTD,Industry - Pork,02-Aug-2024,01-Aug-2029
Story House Management Pty Ltd,Great South Coast DAMA,23-Aug-2024,22-Aug-2029
EVOLUTION SAILS AUSTRALIA PTY LTD,Company Specific,26-Jul-2024,25-Jul-2029
Aspire Together Pty Ltd,Company Specific,03-Jul-2024,02-Jul-2029
RICHEY FISHING CO PTY LTD,Industry - Fishing,23-Jul-2024,22-Jul-2029
PILCA PTY LTD,Industry - Horticulture,06-Jul-2024,05-Jul-2029
HILLEROD PTY LTD,South West DAMA,09-Oct-2024,08-Oct-2029
"AR BEARD, LW BEARD, AJ BIDMADE & SL BIDMADE",Industry - Dairy,24-Jun-2024,23-Jun-2029
DYAL & BANANA COMPANY PTY LTD,Far North Queensland DAMA,02-Jul-2024,01-Jul-2029
ELDRIDGE FRESH ORGANICS PTY LTD,South Australia Regional DAMA,24-Sep-2024,23-Sep-2029
UMNT Incorporated,Industry - Minister of Religion,05-Aug-2024,04-Aug-2029
T. Eilbeck & Son Pty Ltd,Pilbara DAMA,24-Jun-2024,23-Jun-2029
RANDEEP SINGH SAHOTA AND PARVEEN GILL,Far North Queensland DAMA,26-Jul-2024,25-Jul-2029
Jammu Breweries Pty Ltd,South West DAMA,08-Oct-2024,07-Oct-2029
JANABAR PTY LTD,East Kimberley DAMA,10-Jul-2024,09-Jul-2029
OCEAN PARK MINISTRY INCORPORATED,Industry - Minister of Religion,09-Oct-2024,08-Oct-2029
PRISTINE OYSTER FARM PTY LTD,South Australia Regional DAMA,01-Oct-2024,30-Sep-2029
Spirit of Eagle Bay Pty Ltd,South West DAMA,04-Jul-2024,03-Jul-2029
Clovelly Tasmania Pty Ltd,Industry - Dairy,10-Jul-2024,09-Jul-2029
PRETLOVE FARM INVESTMENTS PTY LTD,East Kimberley DAMA,23-Jul-2024,22-Jul-2029
DUBBO ENT PTY LTD,Orana DAMA,10-Jul-2024,09-Jul-2029
SEIRATAR PTY LIMITED,Northern Territory DAMA,07-Oct-2024,06-Oct-2029
DPG SERVICES PTY LTD,South West DAMA,25-Jul-2024,24-Jul-2029
GAVAL COMMUNITY SERVICES PTY LTD,South Australia Regional DAMA,09-Oct-2024,08-Oct-2029
Sailing Into Future Pty Ltd,Great South Coast DAMA,24-Sep-2024,23-Sep-2029
J. FURPHY & SONS PROPRIETARY LIMITED,Goulburn Valley DAMA,13-Aug-2024,12-Aug-2029
Sage Services Australia Pty Ltd,East Kimberley DAMA,24-Jul-2024,23-Jul-2029
ERBD PTY LIMITED,Orana DAMA,26-Jun-2024,25-Jun-2029
JAMES SONG DENTAL PTY LIMITED,Company Specific,19-Jul-2024,18-Jul-2029
TEXAS CONTRACTORS PTY LTD,Northern Territory DAMA,27-Sep-2024,26-Sep-2029
BBC Painting NSW Pty Ltd,Skilled Refugee Pilot,19-Jul-2024,18-Jul-2029
MCCORRY BROWN EARTHMOVING PTY LTD,East Kimberley DAMA,19-Aug-2024,18-Aug-2029
In Vertice Pty Ltd,South Australia Regional DAMA,12-Sep-2024,11-Sep-2029
ROGUE SEAS PTY LTD,Industry - Fishing,31-Jul-2024,30-Jul-2029
NUGENT AG PTY LTD,Industry - Dairy,21-Jun-2024,20-Jun-2029
Guymer Concreting and Building Services Pty Ltd,East Kimberley DAMA,11-Jul-2024,10-Jul-2029
Bree Bees Early Learning services pty ltd,South Australia Regional DAMA,19-Jul-2024,18-Jul-2029
Sushi Gosu Pty Ltd,Northern Territory DAMA,22-Jul-2024,21-Jul-2029
Langalow Pty Ltd,Northern Territory DAMA,08-Oct-2024,07-Oct-2029
Clare Construction & Civil Pty Ltd,Northern Territory DAMA,24-Jun-2024,23-Jun-2029
ASIBO PTY LTD,South West DAMA,07-Aug-2024,06-Aug-2029
BOND STREET ITALIAN RESTAURANT PTY LTD,Industry – Premium Dining,18-Jul-2024,17-Jul-2029
Adapt-a-Lift Group Pty Ltd,Orana DAMA,11-Sep-2024,10-Sep-2029
Cairns Marine Pty Ltd,Far North Queensland DAMA,18-Jul-2024,17-Jul-2029
AMAL GROUP PTY LTD,Industry - On-Hire,18-Jul-2024,17-Jul-2029
Monsoon Aquatics Pty Ltd,Company Specific,30-Aug-2024,29-Aug-2029
A&I Coatings Pty Ltd,Orana DAMA,30-Aug-2024,29-Aug-2029
WESTERN ABALONE PROCESSORS PTY. LTD.,South Australia Regional DAMA,09-Sep-2024,08-Sep-2029
Kimberley Wild Expeditions Pty Ltd,East Kimberley DAMA,12-Sep-2024,11-Sep-2029
CATHOLIC HEALTHCARE LIMITED,Orana DAMA,30-Aug-2024,29-Aug-2029
WOODLAWN PASTORAL COMPANY PTY. LTD.,Industry - Dairy,19-Aug-2024,18-Aug-2029
Mirli Mirli Pty Ltd,East Kimberley DAMA,09-Oct-2024,08-Oct-2029
M AND M DICARLO ATF DICARLO FAMILY TRUST,Far North Queensland DAMA,26-Jun-2024,25-Jun-2029
ORCHID WINE ESTATE PTY LTD,South Australia Regional DAMA,30-Aug-2024,29-Aug-2029
Garden View Aged Care Pty Ltd,Industry - Aged Care,06-Sep-2024,05-Sep-2029
J Bendotti & S Bendotti & T Bendotti & Javeau Nominees Pty Ltd & Joe Bendotti Family Trust,South West DAMA,01-Oct-2024,30-Sep-2029
Support My Way Pty Ltd,South Australia Regional DAMA,23-Aug-2024,22-Aug-2029
NORTHERN WILDCATCH SEAFOOD AUSTRALIA PTY LTD,Industry - Fishing,22-Jun-2024,21-Jun-2029
Collar Talent Group Pty Ltd,Industry - On-Hire,18-Jul-2024,17-Jul-2029
EARLY LEARNING AUSTRALIA PTY LTD,Pilbara DAMA,22-Jul-2024,21-Jul-2029
MH Premium Farms Holdings Pty Limited,Townsville DAMA,04-Sep-2024,03-Sep-2029
Bradley Trade Services Pty Ltd,Skilled Refugee Pilot,12-Jul-2024,11-Jul-2029
Punjab Foods Pty Ltd,Orana DAMA,07-Oct-2024,06-Oct-2029
Broadwater Resort,South West DAMA,11-Jul-2024,10-Jul-2029
Joii Limited,Industry - On-Hire,14-Aug-2024,13-Aug-2029
CARROT KINGS MYALUP PTY LTD,South West DAMA,02-Jul-2024,01-Jul-2029
Goulburn Motor Group (Vic) Pty Ltd,Goulburn Valley DAMA,20-Aug-2024,19-Aug-2029
Golden Pig Australia Pty Ltd,Far North Queensland DAMA,19-Jul-2024,18-Jul-2029
GULKULA MINING COMPANY PTY LTD,Northern Territory DAMA,11-Jul-2024,10-Jul-2029
PINTUPI HOMELANDS HEALTH SERVICE (ABORIGINAL CORPORATION),Northern Territory DAMA,27-Jun-2024,26-Jun-2029
McRahman Pty Ltd,Far North Queensland DAMA,20-Jun-2024,19-Jun-2029
Jewel WA Pty Ltd,South West DAMA,23-Jul-2024,22-Jul-2029
HIGGINS COATINGS PTY LTD,Townsville DAMA,16-Sep-2024,15-Sep-2029
J Taylor and M.A Taylor,Far North Queensland DAMA,10-Jul-2024,09-Jul-2029
Derinean Pty Ltd,Industry - Dairy,05-Aug-2024,04-Aug-2029
ROYLANDS PTY LTD,Northern Territory DAMA,20-Sep-2024,19-Sep-2029
iStaff Australia Pty Ltd,Industry - On-Hire,21-Jun-2024,20-Jun-2029
RJSB TRUST & THE TRUSTEE FOR BAMESS R & S FAMILY TRUST,South West DAMA,25-Jun-2024,24-Jun-2029
Francis-Jones Carpenter Pty Limited,Company Specific,30-Jul-2024,29-Jul-2029
CHRISTIAN OUTREACH CENTRE,Industry - Minister of Religion,25-Jul-2024,24-Jul-2029
LOUKAS CBD PTY. LTD.,Far North Queensland DAMA,14-Oct-2024,13-Oct-2029
JA Russell Australia Pty Ltd,Goldfields DAMA,29-Jul-2024,28-Jul-2029
Jackwitz Farms Pty Ltd,Industry - Horticulture,31-Jul-2024,30-Jul-2029
VIOLET TOWN BUSH NURSING CENTRE INC,Industry - Aged Care,24-Sep-2024,23-Sep-2029
Bondi Acquisitions Pty Ltd,Industry – Premium Dining,08-Jul-2024,07-Jul-2029
Access Hire South Australia Pty Ltd,Industry - On-Hire,11-Oct-2024,10-Oct-2029
ENVIROFRESH PTY LTD,Far North Queensland DAMA,08-Jul-2024,07-Jul-2029
EMPOWERING DISABILITY PARTNERS PTY LTD,South Australia Regional DAMA,12-Aug-2024,11-Aug-2029
Dowling Brothers Yarrawonga Pty Ltd,Industry - Horticulture,13-Aug-2024,12-Aug-2029
Park Beach Residence Pty Limited,Industry - Aged Care,13-Sep-2024,12-Sep-2029
JTS MANAGEMENT PTY LTD,Far North Queensland DAMA,11-Jul-2024,10-Jul-2029
MEATH CARE INC,Industry - Aged Care,01-Jul-2024,30-Jun-2029
Phoenix Goldfields Pty Ltd,Goldfields DAMA,09-Oct-2024,08-Oct-2029
AQUATECH DRILLING SOLUTIONS WA PTY LTD,South West DAMA,23-Jul-2024,22-Jul-2029
VN & AUS PTY LTD,Industry - On-Hire,13-Aug-2024,12-Aug-2029
EADE FARMS PTY LTD,Industry - Dairy,08-Jul-2024,07-Jul-2029
The Trustee for Ayorinde Family Trust,Great South Coast DAMA,07-Oct-2024,06-Oct-2029
Macedonian Community Welfare Association Limited,Industry - Aged Care,16-Aug-2024,15-Aug-2029
The trustee for RJ and JE Sellwood Family Trust,Goulburn Valley DAMA,28-Jun-2024,27-Jun-2029
Serra Farming Pty Ltd,Far North Queensland DAMA,28-Jun-2024,27-Jun-2029
Star Disability and Medical Services Pty Ltd,Northern Territory DAMA,27-Sep-2024,26-Sep-2029
ACE Education Consultants Pty Ltd,Industry - On-Hire,10-Oct-2024,09-Oct-2029
ELMBANKS HOLSTEINS PTY LTD,Industry - Dairy,12-Jul-2024,11-Jul-2029
Solid Holistic Care Pty Ltd,Company Specific,05-Jul-2024,04-Jul-2029
Atherton Tablelands Air Service,Far North Queensland DAMA,09-Aug-2024,08-Aug-2029
Rainbow Bridge Pty Ltd,East Kimberley DAMA,15-Oct-2024,14-Oct-2029
G Hair & Co,South West DAMA,10-Jul-2024,09-Jul-2029
EXCELSIOR ELECTRICAL PTY LTD,South Australia Regional DAMA,01-Oct-2024,30-Sep-2029
Australasia Scales Pty Ltd,Townsville DAMA,02-Oct-2024,01-Oct-2029
DODD & DODD GROUP PTY LTD,Pilbara DAMA,30-Jul-2024,29-Jul-2029
PINEHILLS (WA) PTY LTD,Goldfields DAMA,01-Jul-2024,30-Jun-2029
Bermil Australia Pty Ltd,Industry - On-Hire,01-Jul-2024,30-Jun-2029
BERAKAH CHRISTIAN EDUCATION LTD,Orana DAMA,01-Jul-2024,30-Jun-2029
MARKET EXPRESS PTY. LIMITED,Orana DAMA,14-Aug-2024,13-Aug-2029
Paul Patrick James Madaffari and Estelle Nicole Madaffari,Industry - Horticulture,05-Aug-2024,04-Aug-2029
INTERPRO AUSTRALIA PTY LTD,Industry - On-Hire,12-Sep-2024,11-Sep-2029
MORPHETT VALE DENTAL CARE PTY LTD,South Australia Regional DAMA,13-Aug-2024,12-Aug-2029
Australian Transit Group Pty ltd,Pilbara DAMA,23-Sep-2024,22-Sep-2029
ANNA RITA ZECCA & IVAN ZECCA,South West DAMA,20-Jun-2024,19-Jun-2029
FMR Investments Pty Limited,Goldfields DAMA,20-Jun-2024,19-Jun-2029
JOBIZE PTY LTD,Northern Territory DAMA,20-Jun-2024,19-Jun-2029
Gunningham Farms Pty Ltd,Industry - Dairy,21-Jun-2024,20-Jun-2029
O.S EBIZIE & A.B OCHIAGHA & C.S OGUOMA,Northern Territory DAMA,11-Sep-2024,10-Sep-2029
SANDVIK MINING AND CONSTRUCTION AUSTRALIA PTY LTD,Orana DAMA,09-Sep-2024,08-Sep-2029
Food Industry People Pty Ltd,Industry - On-Hire,13-Aug-2024,12-Aug-2029
HIKMA HOUSE PTY. LTD.,Company Specific,27-Jun-2024,26-Jun-2029
THE GENERAL CHURCH OF THE NEW JERUSALEM HURSTVILLE SOCIETY,Industry - Minister of Religion,20-Sep-2024,19-Sep-2029
THREE LITTLE STEPS PTY LTD AND SLANTED PTY LTD,Far North Queensland DAMA,05-Jul-2024,04-Jul-2029
Invenio Pty. Ltd.,Industry - On-Hire,23-Sep-2024,22-Sep-2029
R J & W A HULL CONTRACTING PTY LTD,South West DAMA,27-Sep-2024,26-Sep-2029
PAVILION CAFE & BAR PTY LTD,Great South Coast DAMA,16-Jul-2024,15-Jul-2029
FITONIA PTY LTD,South West DAMA,02-Jul-2024,01-Jul-2029
Hay Senior Citizens Assocation Incorporated,Industry - Aged Care,21-Jun-2024,20-Jun-2029
Wildfive Enterprises Pty Ltd,East Kimberley DAMA,23-Sep-2024,22-Sep-2029
KALINCHOWK BUSINESS GROUP PTY LTD,Orana DAMA,06-Jul-2024,05-Jul-2029
ENGLISH DHAMMA ORGANISATION INCORPORATED,Industry - Minister of Religion,05-Jul-2024,04-Jul-2029
LITTLE COMPANY OF MARY HEALTH CARE LIMITED,Industry - Aged Care,18-Jul-2024,17-Jul-2029
VIVABILITY LIMITED,Company Specific,31-Jul-2024,30-Jul-2029
ETWA PTY LTD,South West DAMA,06-Aug-2024,05-Aug-2029
KT ENTERPRISES (NT) PTY LTD,Northern Territory DAMA,07-Aug-2024,06-Aug-2029
Childs World Management Pty Ltd,Far North Queensland DAMA,25-Jun-2024,24-Jun-2029
BLSE PTY LTD,Northern Territory DAMA,25-Jun-2024,24-Jun-2029
All North Helicopters Pty Ltd,East Kimberley DAMA,25-Jun-2024,24-Jun-2029
CAMPBELL AUSTRALASIA PTY LTD,Skilled Refugee Pilot,22-Jun-2024,21-Jun-2029
CFMSS Pty Ltd,Industry - On-Hire,13-Aug-2024,12-Aug-2029
Positive Mental Health Program Pty Ltd,Goulburn Valley DAMA,06-Jul-2024,05-Jul-2029
CITIZEN HOLDINGS PTY LTD,Goldfields DAMA,25-Jun-2024,24-Jun-2029
Bupa Aged Care Australia Pty Ltd,Industry - Aged Care,25-Jun-2024,24-Jun-2029
Darwin Automotive Pty Ltd,Northern Territory DAMA,02-Oct-2024,01-Oct-2029
THE TRUSTEE FOR MICHELE MONTE FAMILY TRUST,Industry - Horticulture,27-Aug-2024,26-Aug-2029
WHTNXT SERVICES PTY LTD,Skilled Refugee Pilot,16-Aug-2024,15-Aug-2029
Realfence Industries Pty Ltd,Skilled Refugee Pilot,12-Jul-2024,11-Jul-2029
CAIRNS SOUTH EARLY LEARNING CENTRE PTY LTD,Far North Queensland DAMA,25-Jun-2024,24-Jun-2029
Great Lakes Aged and Invalid Care Association Limited,Industry - Aged Care,15-Oct-2024,14-Oct-2029
Pace Farming Pty Ltd,Townsville DAMA,22-Jul-2024,21-Jul-2029
GREATER NORTHERN REMOVALS PTY. LTD.,Far North Queensland DAMA,11-Jul-2024,10-Jul-2029
CWC Lube Mobile WA Pty Ltd,Pilbara DAMA,19-Aug-2024,18-Aug-2029
Reefwind Pty Ltd,Pilbara DAMA,08-Oct-2024,07-Oct-2029
COOMA CRASH REPAIRS PTY. LIMITED,Orana DAMA,22-Jul-2024,21-Jul-2029
PB 18 PTY. LTD,Townsville DAMA,30-Jul-2024,29-Jul-2029
MATTHEWS HOTELS PTY. LTD.,South Australia Regional DAMA,26-Sep-2024,25-Sep-2029
Steven Theodore Green,Skilled Refugee Pilot,31-Jul-2024,30-Jul-2029
WISE CHOICE IN HOME CARE PTY LTD,Industry - Aged Care,22-Jun-2024,21-Jun-2029
ARNOLD AG PTY LTD,Goldfields DAMA,18-Jul-2024,17-Jul-2029
"CHISVUURE, JULIETH",Northern Territory DAMA,25-Sep-2024,24-Sep-2029
N SINGH & P SINGH,Industry - Horticulture,18-Jul-2024,17-Jul-2029
REALISE ABILITY PTY LTD,Goldfields DAMA,07-Oct-2024,06-Oct-2029
WAGRAPES PTY. LTD.,South West DAMA,14-Oct-2024,13-Oct-2029
Coona Resorts Pty Ltd,Orana DAMA,26-Jul-2024,25-Jul-2029
Brisbane Evangelical Holiness Church,Industry - Minister of Religion,22-Jun-2024,21-Jun-2029
INFINITY LOOP PTY LTD,Northern Territory DAMA,01-Oct-2024,30-Sep-2029
Nicoletti Orchards Pty Ltd,Industry - Horticulture,28-Jun-2024,27-Jun-2029
INLET DAIRY PTY LTD,Industry - Dairy,19-Jul-2024,18-Jul-2029
BARLETTA ENTERPRISES PTY LTD,Far North Queensland DAMA,21-Jun-2024,20-Jun-2029
PRESS DUBBO PTY LYD,Orana DAMA,06-Jul-2024,05-Jul-2029
Underground Technologies Australia,South West DAMA,29-Jul-2024,28-Jul-2029
H.K. Dhother & P.S. Dhother,Far North Queensland DAMA,09-Aug-2024,08-Aug-2029
EQUALITY DISABILITY AND HEALTH CARE SERVICES PTY LTD,Company Specific,19-Jun-2024,18-Jun-2029
ALINEA INC,Industry - Aged Care,21-Jun-2024,20-Jun-2029
Marano Enterprises (Miallo) Pty Ltd ATF Marano Family Trust,Far North Queensland DAMA,06-Jul-2024,05-Jul-2029
MICK MURRAY WELDING (N.T.) PTY LTD,Northern Territory DAMA,11-Jul-2024,10-Jul-2029
Naracoorte Home for the Aged Inc,South Australia Regional DAMA,13-Sep-2024,12-Sep-2029
Territory Bandag Pty Ltd,Northern Territory DAMA,01-Aug-2024,31-Jul-2029
FAIRVIEW ORCHARDS PTY LTD,Far North Queensland DAMA,26-Jun-2024,25-Jun-2029
ANZ TILING SPECIALISTS SA PTY LTD,South Australia Regional DAMA,03-Sep-2024,02-Sep-2029
EMPOWERING PEOPLE IN COMMUNITIES (EPIC) INC,Pilbara DAMA,31-Jul-2024,30-Jul-2029
YES WE CAN DISABILITY SERVICES PTY LTD,Industry - Aged Care,27-Jun-2024,26-Jun-2029
YIELD STAR PTY LTD,Pilbara DAMA,24-Jun-2024,23-Jun-2029
Young Buddhist Research & Cultural Centre Incorporated,Industry - Minister of Religion,06-Aug-2024,05-Aug-2029
YOUR WAY MUSIC SERVICES PTY. LTD.,South Australia Regional DAMA,04-Sep-2024,03-Sep-2029
YOUTH WITH A MISSION (BRISBANE) INC,Industry - Minister of Religion,18-Jul-2024,17-Jul-2029
Yule Works Pty Ltd,Pilbara DAMA,16-Sep-2024,15-Sep-2029
